SystemIndex,Millis,MeanIBI,MaxIBI,MinIBI,MeanNDVI,MaxNDVI,MinNDVI,MeanMNDWI,MaxMNDWI,MinMNDWI,MeanLST,MaxLST,MinLST,Cloud,Timestamp,Year,Month,Day,DOY,Sensor
2_LT05_126052_20000801,965098633899,-0.2071168671008895,0.1104606310858536,-0.4303047188774564,0.5448487029953187,0.7537243962287903,-0.0972644388675689,-0.3061038504777899,0.4640820980615736,-0.4863813229571985,21.14722581878986,28.363473033405228,20.578147190985533,3.0,2000-08-01 02:57:13.899,2000,8,1,214,LS5
2_LT05_126052_20000918,969245895641,-0.2626215023692555,0.1100552965581373,-0.6626364773319646,0.4767118031656256,0.7712903618812561,-0.2112841606140136,-0.1481108145728586,0.7075471698113207,-0.5283791691047396,21.650855599478472,30.425872725757078,20.253351840301264,22.0,2000-09-18 02:58:15.641,2000,9,18,262,LS5
1_2_LE07_126052_20000926,969937827954,-0.358023335346049,0.6080203209931923,-2.4625746180633703,0.3514975987634696,0.8927403688430786,-0.644669234752655,0.0386695633349647,0.9896103896103896,-0.6827934371055954,33.82444524915088,48.04353990436505,20.011382732530024,19.0,2000-09-26 03:10:27.954,2000,9,26,270,LS7
2_LT05_126052_20001004,970628309395,,,,,,,,,,,,,43.0,2000-10-04 02:58:29.395,2000,10,4,278,LS5
2_LT05_126052_20001020,972010718052,-0.3303351220747006,0.0484659304374991,-1.0121328316067493,0.3415735279797071,0.8033621907234192,-0.3530794680118561,0.0508069349231198,0.9651898734177216,-0.485489424495819,24.87068470691504,31.62229373715752,21.33454282921514,30.0,2000-10-20 02:58:38.052,2000,10,20,294,LS5
2_LT05_126052_20001105,973393129490,-0.2983362058111657,0.2049118662473958,-1.0642672383860252,0.4257188135181113,0.8469922542572021,-0.4722638726234436,-0.0731096662821129,0.9794392523364486,-0.5855327468230694,31.17471361336914,41.239439072742925,28.419282502389024,4.0,2000-11-05 02:58:49.490,2000,11,5,310,LS5
2_LT05_126052_20001121,974775547072,-0.1493837709540909,0.134229070971076,-0.4596936913915027,0.4769585016011968,0.7666759490966797,-0.263610303401947,-0.3042790862520053,0.6387900355871886,-0.4968376669009136,20.774999631417952,23.26978730570937,20.557993945096317,20.0,2000-11-21 02:59:07.072,2000,11,21,326,LS5
1_2_LE07_126052_20001215,976849825877,-0.2489129077279038,6.54202192448234,-5.229271007234283,0.5047781402738862,0.9112187027931212,-0.6516854166984558,-0.2418337470387398,0.9866666666666668,-0.6761904761904761,28.772634435970485,38.43452565552264,20.00010257279905,41.0,2000-12-15 03:10:25.877,2000,12,15,350,LS7
2_LT05_126052_20001223,977540379745,-0.2596180532942002,0.1945569007268648,-3.3365829799089872,0.4754144269368351,0.8659850358963013,-0.563829779624939,-0.181147270660704,0.9742351046698872,-0.5861466821885915,31.168396311153767,39.54406392518155,26.61019048755429,2.0,2000-12-23 02:59:39.745,2000,12,23,358,LS5
1_2_LE07_126052_20001231,978232226408,-0.2306087213088498,0.1862421708139964,-0.8476361192023302,0.5130809112966788,0.8542562127113342,-0.4817951023578644,-0.2526814430482223,0.9174528301886792,-0.6204033214709371,31.107216496277243,43.64981215955697,24.742797353899107,50.0,2000-12-31 03:10:26.408,2000,12,31,366,LS7
2_LT05_126052_20010108,978922786681,-0.1921138590676453,0.1529131267623293,-0.5748046233772517,0.4639280807788022,0.7561166286468506,-0.3893026411533355,-0.204760593989746,0.8231939163498099,-0.5276179516685846,29.06589873064752,34.46814144669764,24.18158304627235,15.0,2001-01-08 02:59:46.681,2001,1,8,8,LS5
2_LT05_126052_20010124,980305195321,-0.2135258132556872,0.1755851794462168,-0.7843348033108652,0.5098766371905258,0.841435432434082,-0.3734939694404602,-0.2542238915950181,0.8710359408033828,-0.6174915905814512,32.675376719346545,44.2803156962953,27.718928487837047,2.0,2001-01-24 02:59:55.321,2001,1,24,24,LS5
2_LT05_126052_20010329,985834811171,-0.2161638692244997,0.1366662961802623,-0.7332936989007264,0.4809873072521676,0.7750484943389893,-0.315195083618164,-0.2071702755709571,0.8852333588370312,-0.5465370595382747,36.81720142860018,48.29428006939872,31.103705434295648,18.0,2001-03-29 03:00:11.171,2001,3,29,88,LS5
1_2_LE07_126052_20010406,986526603722,-0.1934883783060864,0.1193077639084794,-0.6037218848210616,0.5375821382646481,0.8007543683052063,-0.3059034049510956,-0.295814178991969,0.6259185036740147,-0.5547636018056545,28.373975504848,39.402327884082126,20.00053459345128,27.0,2001-04-06 03:10:03.722,2001,4,6,96,LS7
